,txt
272,그치 감동은 이런게 감동이지 자꾸 날 패는 애니메이션은 처음 내가 했던 거창하고 거만한 생각들을 가차없이 혼내는 이 느낌 아 엄마랑 얘기하는 장면에서 울었다 근데 또 그 부분에 대한 교훈도 확실히 주네 감히 말하자면 어바웃타임 이상의 감동 
273,육아에 지쳐 우울한 일상을 지내다 자유부인이 된 어느하루 그냥 본 영화가 이영화 나는 이시간을 이영화를 본 것에 감사함을 느꼈다 목적이 있어야만성공을 해야만인생이 아닌것을 인생은 그저 하루하루를 감사하며 즐겁게 사는 삶이라는것을 일깨워줘서 고맙습니다 
274,서툰 사랑이 이렇게나 아련한지 몰랐다 서툰 사랑도 사랑이다 
275,22에게서 내 모습을 많이 봤다 그래서 눈물이 났다 
278,소재도 아주 독특하고 서울명소도 스크린에서 볼수 있어 더 반가운 영화 
279,로버트 레드포드의 마지막 작품 
280,생사의 고비 그 넘을 수 없을 것 같은 언덕아래에서도 빛나는 인간의 예술혼진정한 예술은 인간의 삶 그 자체가 아닐까 
281,꼭 끝까지 보세요 펑펑 울고 갑니다 
282,어설픈 폐미 어설푼 액션 어설픈 연기 어설픈 스토리 어설픈 연출 정말 끝도 없네몇안되는 괜찮은 속편들이 나왔었는데이도저도 아닌 속편이 나왔다시간이 아까운 영화다 
283,우리가 살고있는 세상은 현실이 아니다 
284,대박 지금 영화관에서 보고 나왔는데 영상음향스토리 전부 만점짜리 오랜만에 보네요 아직도 가슴이 시립니다 남주 꽤 매력있어서 감정몰입이 되고 절대 유치하지 않습니다 고퀄영화에 기립박수라도 치고 싶었어요 
285,이 영화는 당신의 인생이 힘들다고 느낄때 보면 좋을거 같아요 
286,재미있습니다 추천합니다 
287,아이와 보러왔다 나의삶을 다시 돌아보는 시간이였네요지금 이순간을 즐기면서 살자 라는 심플한 생각조차 놓지고 살고있었네요 
288,웃을일 없는 이시국에 힐링 제대로 했네요 재미와 감동 지대로네 
289,너무 잘 만든 영화에요빵빵 터집니다 
290,토비맥과이어의 전화덕에개츠비는 데이지와의 사랑에 확신을 갖고 죽을 수있었다 토비의 전화일지라도개츠비는 그렇게 알고있기때문에 개츠비는 순수한 사랑을 이루고 죽은 것이 아닐까 
291,끝까지 어느게 진실일까에 대한 의문이 드는 영화 
292,충분히 재밌어요 이런평가 받을 영화는 아닙니다 
293,정인이 부터 조두순 까지나쁜놈들이 꼭 보면 좋겠다는 
294,미야자와 리에의 눈빛과 애써담담한 표정이내가슴을 울려버렸다나는 나의 마지막을 저렇게 아름답게 보낼수있을까 나의 가족과 아픈 과거까지 바로잡으며 나아갈수있을까행복이 무엇인지에 대한 어느가족의 서사아름답고도 슬프다 
296,인생을 다시 돌아보게 되는 영화 
297,우리 모두의 간절한 탈출기 
298,코로나 탓도 있겠지만 요 근래 인터넷에 죽는 방법을 찾아볼정도로 우울한 날들의 연속이었는데 영화보고 나서 드는 생각이 나 한번 살아는 보자 시시한 인생이면 좀 어때 그냥 이렇게 살아 보는거야 그 자체가 행복인거고 삶일거야 라는 다짐이 들었다 물론 내 삶은 여전히 변하지 않을것이고 같겠지 아주 잘 알고있다 그러나 적어도 하루를 헛되이 보내진 않으려고 한다 고마워 소울 
299,저희 할아버지가 생각이나네요 
302,2번재볼때까지는 그냥재미있네 3번째볼때 눈물흘림 재미있는 영화는 여러번봐야 그속뜻을 알수있다고들 하잖아요 이영화는 그런영화였음 
303,너무 감명깊었습니다처음으로 평점 답니다 
304,영상미는 좋다 스토리는 심심하다 엄마찾아삼만리의 우주 버전이라고 해야 좋을까 소재는 좋은데 너무 진부하고 심심하게 풀어낸 느낌 남주가 똑똑하다는 설정인 거 같은데 지구와 화성이 중력 차이로 인해 자기에게 생길 문제를 고려 않고 뛰쳐나간다는 것도 좀 청소년의 반항기로 설명하기엔 설득력이 떨어진다 도둑질 미화도 좀 그렇고 전체적으로 별로 
306, 마케팅 잘한 것 같은데 걍 영화랑 포스터가 찰떡임  뭔 마케팅 때문에 망햇대 줜노잼인데 
307,스토리도 재밌고 전개도빨라서 눈을뗄수없었어요ㅎㅎ본편만큼재밌는 후속편인거같아요 배우들연기도좋았고 화려한액션도많아서 좋았어요  
308,역대 최고의 영화라고 장담 
309,제목부터 굿 지긋지긋한 명절 스트레스 날려버릴 최고의 영화 
310,아주 전설적인 영화죠 90년대 최고의 액션 영화 매번봐도 질리지 않고 재미 있는 영화 
311,       재징 
312,진짜 갓픽사라는 말밖에 안나온다 어른들일수록 더 느끼는게 많을 듯한 영화 
313,제가 살았던 삶을 다시한번 되돌아보는 시간이였습니다 
314,억지눈물 포인트 1도 없는데 빵조각 보고 눈물이 줄줄 흐를 줄이야ㅠㅠㅠ 
315,불면증 극복하기 위한 좋은 방법 
317,보고나면 가슴이 웅장해진다 
318,2020년대를 시작하는데 더 이상 며느리들만의 명절 우울증은 없어져야 한다 모두가 즐겁운 명절 영화같이 이루어져라 
320,너무 재미있다 감동적인 영화 
321,영화를 보고 우리나라의 안타까운 역사를 생각하니 슬퍼졌습니다 두 신문이 없어지길 강력히 희망합니다 
323,난 그동안 행복하려고 너무 애썼던 것 같다 
324,어마이징 
326,나 대학 졸업하고 영화관에서 봤는데 23년만에 ebs명화극장에서 하는데 아들과 보고 있다 난 새롭고 아들은 흥미진진하고 긴장감 넘치는 대작이라고 하네 역시 명화는 세월이 지나도 명화이다 
327,진짜 저의 인생작 입니다 
328,그 감성 
329,별 하나도 아깝다내시간 우리 가족의 시간 환불10배로 갚아줘 ㅜㅜ 
330,남자 주인공이 너무 인정이 없습니다 아무리 여자가 먼저 헤어지자고 말해도 어떻게 가족이 한명도 없이 혼자 사는 장애인 여자를 어떻게 놔두고 떠납니까 원작과는 다르게 해피엔딩으로 결말이 되었다면 더 좋았을 것 같습니다 그리고 여자가 자신의 장애때문에 진심이 아닌 말로 헤어지자고 말했어도 남자가 여자를 끝까지 돌봐주어야 합니다 두사람 사이에 아기가 생겼으면 정말 좋았을것 같습니다 영화 시작부터 배경음악이 슬프더니 결국 슬픈엔딩으로 끝나네요 
331,40대이고 아이를 둘이나 둔 아빠입니다 처음에는 스토리에 흥미를 느껴 예매하여서 보았는데사실 뮤지컬 배우 정영주씨 팬이기도 합니다 명절을 앞둔 지금 정말 편견없고 편하게 보실 수 있는 영화인 듯합니다 주제가 주제이다 보니 선입관을 가지고 보면 호불호가 엇갈릴 수는 있지만 그냥 대한민국 사람이라면 편하게 보기 좋다고 생각합니다 무언가 선입관을 가지고 보면 모든 것이 빼딱하게만 보일 수 있다고 생각합니다 저는 와이프 큰 딸 셋이서 웃고 즐기면서 잘 보고 나왔습니다 코로나로 다들 힘든 이때 한탕 웃으며 보기 좋은 영화라고 생각합니다 정말 보실분들에게 미리 말하는데 이건 영화이지 현실이 아닙니다 안그래도 요즘 살기 팍팍한데 너무 진지 빨지 말고 보시길 권합니다사실 저는 이번 생은 처음이라에서 뵈었던 김가은님의 매력에 반해서 만점 주고 갑니다 ㅎㅎ 
332,넘 따뜻하고 재미난 영화였어요 
333,호흡이 길고 느리고 음악과의 조화 연출과 연기와의 조화가 너무 좋았다 
334,흑인들의 백인에 대한 피해망상에 가까운 영화 하지만 흑인이 아시아인을 폭행하고 차별하는건 
335,숲을 보려 하지 말고 나무를 보려 하지 말고 손안의 씨앗부터 
336,끝까지 진짠지 아닌지 신경쓰게 하는 영화 연출도 기가 막힌다 
337,코로나 블루 시대에 위로가 되는 영화 
338,올 가을엔 단풍나무와 하늘을 자주 봐야겠습니다 
339,배우들의 명품 연기와 연출 환상임 
340,탄탄한 연출과 스토리 최고입니다 
341,삶에서 가장 중요한 것들은 멀리있지않다 
342,여성 서사 영화 많이 만들어 주세요 개인적으로 감동요소보다는 통쾌함을 더 느끼고 싶었던 터라 좀 아쉽습니다ㅠㅠ 
343,삶에 목표를 가지고 살아가라는 도덕책과 사회 그리고 어른의 통념은 가뿐히 부숴 버리는 영화 내가 사는 삶 그러니까 일상에서 떨어지는 낙엽조차 살아가는 그 자체로 소중하다고 말해 주는 영화라서 위로가 많이 되었어요 
344,로봇연기라던가 좀 엉성하긴 하네요 마지막 반전은 괜찮았음 반전 없었으면 평점 4점 정도임 
345,센스와 재기발랄이 터지는 유쾌한 영화 
346,요즘 영화들의 결말과는 달리 꽉 닫힌 해피엔딩이 오히려 신선했다 줄리아 로버츠의 미소가 왜 아름다운지 알게해준 영화 
347,이 정도면 드디어 영화가 현실보다 재밌다 
348,너무 안타깝고 순수한 사랑이야기 여운이 길게 남는 인생영화네요 
349,추천 추천 너무 재미있어요 역시 연기력이 뛰어난 배우들이 한대 모여 시너지가 대단하네요 
350,메가박스에서 부모님 모시고 잘 보고 갑니다 
351,최악의 바이러스를 퍼트린 것들이 펼치는 홍보 쓰레기 이거 누가 수입했니 극장에 걸린것도 웃긴다 
352, 최고였습니다 역시 믿고보는 픽사 디즈니 고ㅎㅎ 
353,재밌네요영상도좋고음악도 
354,잘생긴 양조위와 섹시한 장만옥의 아찔한 줄다리기 의외로 지루하지않고 긴장감의 연속 
355,난 아마겟돈보다 이게 낫더라 
356,아니쉬 차칸티 감독은 인간이 어떻게 하면 긴장을 하게되는지 정확히 파악하고 그것을 영화에 접목시켜 관객에게 써먹을 줄 아는 감독이다 
357,그래서 물귀신얘기였던 것인가 
358,인생이 무의미하다 싶을때 너의 존재는 무의미 하지않다 알려주는 영화 
359,역시 믿고 보는 디즈니 픽사 영화기대가 아무리 커도 기대를 충족시킴 
360,이것도 영화라고 참나배우들이 불쌍하네 
362,무의미하다고 느꼈던 것들의 의미를 다시 깨닫게 해주는 영화 
363,희주가 너무 불쌍하고ㅜ 스릴러 영화 잘만들었네요 
364,의미없는 인생은 없다 이 세상 모든 회색 어른들에게 바치는 디즈니의 선물같은 만화 영화 
365,그래서 조제는 어떻게 되는거냐구 
366,carpe diem 
367,이거 맥락모르는사람들 많네 중국정부가 이 영화 국민당 영화라고 존나싫어해서 금지때렸던 영환데 앞뒤모르고 무작정까네 보면서 중국영화수준 올라와서 무섭던데 일단 자본이 받쳐주고 13억노답짱깨중에 이런 탈짱깨 한둘 나와주면 어느 분야에서든 무서운게 중국의 저력임ㅅㅂ 결론국제사회에서 더크기전에 중국 조져야함 
369,한국 리메이크 보다 훨씬 감동적임 
370,남의 인생을 교과서로 삶지말고 내가 나의 교과서를 만들어 보자 매순간을 즐겁게 
371,라이언은 잘생기고 섹시한데 웃기고 연기도잘해 글도잘써 미쳤다 몇번을봐도 웃기네 방구쟁이 데드풀 
372,너무 감동적인 영화였습니다 잘 봤어요 
373,코로나 때문에 얼마않되는 관객이지만 영화끝나고  다들 일어나서 나갈 생각을않해서 난 언제 나가야지 하는데 영상에서 끝낫다고 빨리 집에가래 
375,탄탄한 연출과 스토리라인이 아주 인상적이고 관객몰입도를 높이는 다양한 콘텐츠들로 영화보는내내 즐거움이가득했던 최고의 영화  
376,누군가를 돕는다는 일이 내 삶의 어두운 부분에 묻혀서 잊어버릴 때 주변에 선한 마음이 다시 우리를 일깨운다 
378,남자의 가슴을 타오르게 하는구나 
379,재밌고 감동적이었습니다 
380,하나의 생명체로 한 평생 살아간다는 큰 의미 
381,인생을 다른각도로 보게 해주는 영화 
382,꿈속으로 리커션 하는게 너무 잼있었음 
383,간극과 결여를 뛰어 넘은 집념 그 후에 이어지는 공허함 
384,재미 감동 다 잡았어요 
385,유일하게 2번본 영화입니다 dc알못이라 그냥 볼거없어서 봤는데 정말 보기 잘한듯 1년반이 지났는데도 생각남 
386,설 명절에 가족들과 함께 보면 좋을듯하네요 배우님들 연기가 
388,잤음ㅋㅋㅋ하하 
389,최근 본 영화중에 최고예요 감동 
390,일요일아침 골라본무료영화안타까움에 눈물이나네여 
391,인생영화ㅠㅜ 매년 꼭 봐야함 필수임 아직 안보신분들 꼭 보세요ㅜㅜㅜ 
392,인생 영화까진 아니여도 마음 한 켠에 감동을 줄 수 있는 영화 
394,초반 좋은데 중반이후 대춛대충 마무리 
396,명절에 가족끼리 같이 오순도순 모여 한바탕 토론을 하기에 좋은 작품이에요 어머님들 감사합니다 아버님들 고맙습니다 
397,마지막에 피아노 치면서 세상이 넓어지는 장면이 왠지 모르게 많이 뭉클했다 
398,이솜 다시봄 연기진짜 잘하네 우성이형은 배역이 좀 안맞는듯김남길 같은 어두운 느낌의 배우였다면 전체적인 영화 분위기나 감정씬 연출도 상당히좋았고 초반 몰입도와 심청전하고 연계까지도 독특하고 좋았는데 답없는 막장 스토리전개는 도저히 쉴드가안된다 너무산으로감 
399,보고싶은 그 사람 
400,그저 회사 열심히 다니는 39세 기혼남입니다이 영화는 제 인생영화라 부를것 같습니다삶의 목표를 향해 달려보기도 했고 그 목표를 달성한 뒤 극도의 허무감에 힘들어하기도 했었습니다지금도 작지 않은 나이에 작은 방황이라면 방황을 하던 중에 이 영화를 만났습니다삶은 어떤 방향과 방법으로든 그 자체로 살만한 것 같습니다 힘을 얻고 내일 또 살아가려합니다모든 나이대의 사람들에게 적극 추천합니다 
401,oo노잼 반전영화 만들려고 걍 oo뻔한 장면 넣은거같음 노잼씹오잼 
403,지금까지 걸어온 길을 매일 같던 하늘을 다시 볼 수 있게 만들어주는 작품이었어요 최고 
404,요즘 같은때 보면 딱 좋은 신박한 영화 
405,너무 재밌음 평점 10점줘야될 작품임 이병헌이 나와서 더 재밌음 
406,재미있게 봤습니다연기력은 정말 크 
407,킬링힐링 타임용으로 괜찮음쿠키영상있는데 기다리지말고 얼른들 집에가시길 추천드립니다ㅋ 
408,영화가 한마디로 멋지네요 
409,좋은영화입니다 혼자서 천천히 감상하세요 
410,간만에 좋은영화 봤네요 
411,이것들 동료들 줄초상났는데 샤워실에서 붕가붕가나 하고 말야 에어리언아 잘했다 
412,누가 더 잘못일까 누가 나쁜놈인가 두개로 갈라놓고 서로 총질하고 이긴쪽이 옳습니다 
413,7살 10살 아이들과 같이 봤어요 작은아이가 보기엔 심오해요 삶의 의미에 대해 논하기엔 
414,볼만했습니다 강추 
415,타미리존스와 윌 스미스의 케미가 그립다 
416,김희애 연기 때문에 봐야 하는 영화 
417,7살 아들과 함께봤습니다 살아봤으니까 다시한번 생각하게 됐네요 역시 
418,조동아리를 닫아야 밝은 세상이 올지니 
419,김민정을 김민정에 김민정의 영화 
420,정말 이런건 극장에서 보고나와도 전혀 돈아깝지 않은 명작 스토리 전개가 정말 끝내줌 
422,완전 재밌어여 캐릭터 귀엽고 감동 
423,오랜만에 부담없이 웃었네요 재밌어요 
424,계속 생각나는 노튼 눈빛 감동 
425,ebs 현재 보는중인분들 함께봐요 우리에게 재난이 닥쳐와도 삶은 계속 된다 life goes on 영화 초반 대통령모건프리먼 대국민 기자회견 여기자 질의응답후 한 대사 코로나19시대 사는 우리들에게 묘한 반향 
426,너무 늦게봐서 죄송합니다 
427,중국 공산당이 얼마나 미개한지 알 수 있는 영화 
428,간만에 영화를 봐서 그런지 여운이 오래 갑니다결혼과 사랑을 다시 한번 생각해보게 만듭니다 
429,신선하고 재미있습니다강추합니다 
430,코로나가 좀 없어지려고하는지 이제 조금씩 좋은 영화들을 푸는건가요 1년 동안 극장에 볼만한 한국영화 메말라있었는데 단비같은 영화 웃다 울다 똥꼬에 털 잔득 생겨 나왔습니다 꼭보세요 개강추 
431,25년 전 소녀시절엔 다 알수없었던 그저 설레고 슬픈 사랑이야기정도로만 기억하고 있었던 이영화를 30여년이 지난 40대중반의 오늘에서야 비로소 그 가치를 제대로 느낄수있었다가슴시리게 펑펑 울수밖에 없게 만드는 영화 
432,지금 영등포 롯데시네마 3관 엔딩크레딧 올라가고 있다 예매 또 하고 평점 남긴다 100점이다 
434,존잼임 ㄹㅇ 존잼임 내가 본 영화중에서 제일 재밌음아니 그리구 남주 잘생김 여주도 잘생기고 
435,너무너무 감동받았습니다 
437,목적 없는 사람도 행복할까  목표가 뚜렷하지 않은 사람은 실패했나 no 
439,우리가 놓치고 있는 순간들이 얼마나 많은가 삶에 대해서 생각하게 하는 영화다 무척 재밌고 심오하다 코로나 때문에 한동안 극장에 가는 걸 꺼렸는데 소울 은 기다렸던 영화라서 놓칠 수가 없었다 
441,이상적인 미국 로코 
442,이런 핵사이다 결말은 처음 
443,어른을 위한 동화멘토들 보고 나서 내 아이들 대하는 태도 반성하게 됨 
444,고향 디스하는 래퍼 박정민 전부 다 비호감이면 어쩌냐 
445,영화 너무 좋네요 지금 나에게 필요한 영화 
446,오랜만에 내삶의 본질이 뭔지를 깨닫게되는 영화인거 같아요 12살 딸아이하고 보기에도 딱 좋아요아이도 찐감동 받은거 같아요 
447,무언가에 이끌린듯 오랜만에 영화관에서 혼자 본 영화 보는 내내 마치 너에게 이 얘기를 들려주고 싶었어 라고 하는 듯 했다 
448,답답 사냥꾼이나 사냥감이나 초짜들의 전투 엎드려쏴 않배웠음은패물 뒤에 숨어서 엎드려쏴였음저 사냥꾼 순삭이었을듯 
450,처음에기대없이봤는데 유쾌하면서도 따듯한 영화네요 오랜만에 영화감상 좋았어요 
451,요즘 pc뭍어서 엉망진창인 영화 다 꺼져라 이쁘고 잘생기고 몸매 좋은 애들 나와서 치고 박는게 최고지 뭐 정치적올바름 그딴걸 영화에서 찾고 있어 
453,마지막에 해피앤딩 아니구 그냥 나무 문을 열면서 끝낫으면 띵작일텐데 아쉽습니다 
455,배우들의 연기가 넘 실감나네요 
456,무리 없는 영화가 있겠냐 잊지 말자 이건 환타지 로맨스물이다 
457,미국에 기지 않겠다속보이는 영화라 ㅡㅡㅡ아쉽지만 견자단 팬으로선 만족대단한 배우 우리나라는 왜 안 나올까 이런 액션 배우가 
458,존커피는 예수였던건가요 진짜 오랜만에 쩌는 영화 봤음 
459,배동미 평론가 5점 화교출신 한국인이거나 조선족 한국인 평론가 의심됨 
460,너무 좋았습니다 다시한번 삶을 돌아보고 생각해보는 시간을 가질 수 있었네요 근데 아이들은 이해하기 조금 힘들거같아요 
461,재즈와 고양이세계관 상상력 최고강추입니다 
462,엄마라 불리우며 정작 자기엄마한테는 사랑받지 못하고 엄마라 부르는 애들도 그저 수단으로만 이용하는 그런 아이 주인공을 보면 나도 모르게 슬퍼지지만 이게 현실이라기엔 너무 과장 
463,오직 반전 그저 반전 
464,불꽃이 삶의 목적이 아닌데멘토들은 참 1차원적이네요이 부분이 되게 감명깊네요 
465,스파이더맨은 영원한 나의 no1 영웅입니다 역시 기대를 저버리지 않는 군요 피터 파커는 영원한 굿보이이자 제 이상형 입니다 톰 배우분의 연기력은 어렸을 때부터 유명했으며 너무 잘합니다 세상에 근데 보면서 참 저렇게 선한 존재가 살아가기에는 세상이 너무 험한 거 같아 몇 번이고 안아주고 싶었네요 암튼 제가 또 맘에 들었던 부분은 캐스팅의 다양한 인종의 조화가 맘에 들었습니다 뭔가 나 혼자 혁명의 시작과도 같다는 생각을 하면서 재밌게 봤네요 다른 것들도 정주행 할 예정입니다 ㅎㅎ 
466,ㅎㅎㅎ 재밌게봤어요 
468,너무너무 잼잇어요 대박나세요 
471,유명한 배우가 나오지 않더라도 충분히 볼만하다 
472,신선한 소재 너무 잼있습니다 
473,어우 눈이 희번뜩할때 오금이 ㄷㄷㄷ 사소한 질문은 벗어던지고 일직선으로 내다꽂는 진행 시원시원하면서 액션도 좋다 게다가 중간중간 메타포들이 있어 생각할 여지까지 깔끔한 영화 
474,아이와 함께ㅡ온가족이 보기너무 좋았고깊은 울림이있어 어른들끼리봐도 너무 좋은거같아요 
475,삶이 무의미 하다 생각하는 이들에게 꼭 필요한 영화 
476,인생영화 감동의 눈물이 흘렀다 
477,2004년도에 제작된 아라한 장풍대작전 보다 20년은 더 촌스럽고 한심한 연출  손발이 오그라드는 대사  어색한 연기  촌스럽고 억지스러운 스토리 ㅡ 끝 ㅡ ps 오지호씨는 연기 언제 늘래 
479,반복되는 일상속에 지쳐 있던 저에게 정말 큰힘이 되어준 영화네요 삶은 그자체 만으로 가치가 있다는 것을 깨닫게 해주어서 감사했던 영화입니다 
480,장면 하나 하나 의미를 담고 있는 디테일함과 영상미가 좋았습니다 사랑에 대한 과정 씁쓸한 현실 잔잔한 위로같은 영화네요 
481,오랜만에 힐링하고 갑니다 추천합니다 
482,와 인생 명언 너무 많음 꼭 보세요 
483,역시 실망 시키지 않는 디즈니 
484,진짜 이런 건 백번ㅇ이고 천번이고 꼭 보세요 넘나 좋은 것 영화 소재가 우리나라 원자로의 위험을 알려주네요 넘 좋아요 
485,재미있었습니다 강추강추 
486,인생을 되돌아보게 해주는 영화 
487,사후세계에 대한독특한 발상과 흔들리는 영혼들에게 바치는 철학적인 메세지 
488,진짜 말이 필요없는 영화 후반부에 가서 계속 눈물 찔끔찔끔 흘렸다 
489,명작 이렇게 좋은 영화를 이제서야 봤네요 주말 오전이 훈훈해지는 기분  음악을 좋아하신다면 꼭 보세요 
491,밀가루 테러 어울리는 노래 
492,영혼에 대한 착한영화 뻔한 스토리기존 애니처럼 아이와 어른이 함께 조아할 영화는 아닌듯으른애니ㅋ막 중딩이 된 아드님이 재미 없고 지루하신듯 보이셨음엔딩크리딧끝까지 보고 깨알 재미를 느끼셨던거 같았음 ㅋ 
493,처음에는 뭐지 했는데 뒤로 갈수록 내용도 풍부해지고 삶이란 무엇인가에 대해 보면서 진지하게 생각을 가지게 되는 내 삶을 한번 다시 돌아보게 해주는 그런 영화였습니다 
494,놀라운 상상력과 스토리 
495,12살이 된 아이와 함께 봤는데 아이들이 이해하기엔 조금 무리가 있었던 듯 싶지만 중년이 되어가는 나이엔 마음한쪽이 시린 영화입니다 영화보고 나와 밥 먹는데 마음이 계속 찌릿찌릿 하네요 한번은 가져볼만한 가치 있는 시간 
496,괜찮아 요 재밌게 봤어요 
497,고칠건 고쳐야지싸우지들 말고 화이팅 
498,큰 엄 마 의 미 친 봉 고 
499,역대 최고의 한국영화라고 봐도 부족함이 없을듯 이 영화를 넘어설 영화가 나오기는 쉽지않을거 같네요 절대로 같은 영화를 두번 보지않는다는 내가 무려 4번을 본 영화입니다 
500,밋밋한듯 향이 오래 남는 얼그레이 케이크 같은 영화네요 
501,이런영화를 프랑스어린이들은 보면서 자라난다는 말인가우리 아빠가 저럴수도 있다는 불안감을 가지면서 
502,시나리오 탄탄 연출도 구 웃 연기는 원더풀이다 이런영화 많이 나오길 
503,내 삶을 잠깐 돌아볼 수 있게 해준 영화 
505,개사기 중국무술 중뽕 영화 견자단 형님 안부끄럽습니까 
506,견자단이 쌓아온것에 재뿌리네 
507,감독에게 농락당한 느낌 스토리 라인 부실 개연성 부족 캐릭터에 대한 설명없음 부모님 모두 영화보고 나서 처음으로 ㅆ욕하심 
508,낙엽따라 찾아 온 영혼재즈따라 흘러 갈 소울 
509,우리 모두 살아갈 준비가 되어있다 
511,웰메이드 코미디 영화 
512,이 세상의 베짱이들을 위한 영화 
513,그냥 저급한 국뽕영화임 
514,다시 봐도 감동 최애 멜로영화 
515,망하는데는 이유가있다 ㅋㅋㅋ 진짜 ㅈㄴ 오글거리고 개유치함 제작자들아 같은 히어로물인 다크나이트보고 느끼는게없냐 
516,빨갱이 영화는 하나같이 스토리가 다똑같냨ㅋㅋㅋ안지겹냐ㅋㅋㅋㅋ 
517,아들하고 너무 재미있게 봤어요 
519,보는 내내 우리 엄마 생각에 
520,보통 청춘영화를 보면 끝까지 안봤는데 시간 가는지도 모르고 끝까지 봤어요 공찬님 스크린데뷔인데 연기 너무 잘했어요 
521,제국이 된 디즈니 안에서 dna를 보존한 픽사 
523,아무 생각없이 보다가 마지막에 뒤통수 한대 맞은듯한 얼얼한 기분 
524,항상 목적없는 인생에회의감이들었었는데 영화를 보고 살아가는데가치관이 많이 바꼈습니다 위대한 업적을 이루는 삶은 아니더라도 매순간 즐겁고 행복하게 살아가면내인생은 그 누구도 부럽지 않은 성공한 삶 그 자체 
525,모든 무술과 겨뤄도 개뚜두리 맞는다는 짜이니즈 영춘권ㅋ 
526,소소하게 재미가 있던 영화 밥먹을거니까 이따가 다시 써야징 
527,어떠한 형태로 살고있든 다 괜찮다정답은 없고 그냥 내 자체가 존재의 이유라서 
528,애니메이션인데 엄청 시실적이고 내용도 감동이었어요추천힙니다 ㅎㅎ 
529,명절에 보면 좋을듯하네요 노래가 좋습니다 
530,내용 모르고 봤는데가히 충격적이네요노출씬에 충격이었고 예술성과 탄탄한 스토리에 또 충격시간 가는지 모르고 봤어요 
531,남친은 조금 졸았지만 재미있게 봤어요 잔잔한 감동 
532,마지막 액션 부분 죽인다 꼭 봐라 유준상 액션연기 다시봤다 물론 프리미엄급은아니지만 나름 괜찮았던거같음 
533,아이드리랑 같이 봤는데 저만 감동받고 왔습니다 
534,내인생영화 넘나재밌음 
535,목적은 과정이 있기에 찾을 수 있는 것이다 
536,알렉스 엉덩이 귀여웠다 
537,등장인물들이 너무 외면하고 싶을만큼 현실적이었다 누군가의 힘든 상황을 롱테이크로 관찰하는 것이 아닌 이상 구구절절 설명해봤자 알수도 없다는 걸 느낀다 
538,가족과 보기 좋아요 ㅎㅎ 
541,음 완전감동적이며 슬픈  
542,많이 재밌었습니다 너무너무 ㅁ 
543,처음 써봅니다 영화관람평점 전개가 아주 느리고 성우들은 듣기도 불편할정도로 고구마 천개 먹는 기분이었어요 다음 영화는 좀 더 잘만들어주시면 좋겠습니다 끝까지 본 제가 대견스러웠어요 
544,인생을 되돌아 볼수있었던 영화 
545,비극적 천재 바스키아 
546,포스터가 망친 영화 꿀잼이란 얘기 듣고 이제야 봤는데 진짜 재미있다 이런 재미있는 영화를 왜 이제야 봤지 심장 쫄깃 후회안합니다 꼭 보세요 
547,1 음악영화 아니에요2 뉴욕 가고싶어지고 페퍼로니 피자 맛나보여요3 감동영화를 보고난 다음 인생에대해 다시 생각해보게 되요 
548,정상적인가족의 엄마가 실제로 빨간옷입은 인간 
549,킬타임 수준임 뭔 내용인지 그냥 그냥 볼만함 
550,너무 재미있고신기해요 아이들이랑 같이보시는걸 추천드려요 
551,이수를 여기서라도 봐서 행복합니다 재밌어요 
552,일본 영화라고 생각하고 비웃으러 보았다가독특함에 빠짐 아직 그래도 일본 특유의 1의 어떤 것은 남아있구나 싶다 
553,과장된 연기력  오글거린다 
554,몇몇 이해안되는게 있지만 매우 재밌게 봤습니다 추천추첨 
556,쓸데없이 노래만 비장하구만 
557,내생애 정무문부터 월클액션스타 견자단을 본건 행운이엇다고 후세에 알리리라 
558,내 인생 최고로 무서웠던 영화 
559,즐기자 의미있는 인생  
560,아이들이재밌다고 했어요 
561,정말 재미있게 봤습니다그런데 별테하시는 분들 그냥 영화를 보고 자신이 느낀 평점을 적으시면 되는 겁니다 전체 평점을 자신의 감상에 맞추려고 1점 주실 필요가 없어요 평점이 높다는 건 그만큼 많은 사람이 좋아한다는 것 아닙니까 이 영화를 본 많은 사람들이 자신의 취향에 맞았다고 높은 평점을 준 것을 자신이 마음에 안 들었다고 전체 평점을 자기 평점에 맞추려고 하시면 안 돼죠 
562,인 사이드 아웃과 별반 차이가 없었음 하지만 이승의 모습을 재현한 것은 창의적임 
563,진짜 무서운 장면 없이 너무 무섭고 소름끼치고 재밌었다 
564,잊고 살던 중요한 것들에 대해 다시 돌아보고 감사할 수 있게 해준 영화 
565,마음이 몽글몽글 해진다 
