,txt
3801,공포영화라기엔 좀 많이 유치하고 하나도 안무서웠어요 
3802,재난 영화중에서 제일 손꼽히게 잘만들었네요 재미있게 잘봤습니다 
3803,진짜 잼게 봄 젭알 속편이나 드라마화로 해서 쥔공 배우들 그대로 나오면 좋겟음 그리고 짱깨좆선족 이 ㄱhㅆl발ㄹㅁ들 우한폐렴이랑 같이 지들 나라로 다 꺼졋음 좋겟다 
3804,오퍼니지를 보고싶었던 나는 오펀을 보게되었다는 그나저나 맥스 왜이리 귀엽냐ㅋㅋㅋㅋ 
3805,항상 풍족하고 익숙한 우리의 삶에 소소한 작은 행복감을 느낄수 있는 영화 나는 전설이다 터널 같은 혼자 남겨져전기물식량이 부족한 극한상황저도 일부러 넓은 아파트에서 작은 원룸으로 옮겨 미니멀하게 살고 있는데정말 소소한 밥먹을수 있는 쌀물냉장고손에 있는 핸드폰모든게 소중하게 느낄수있는잃어보면 살아있다영화에서 저와같은 감정을 느낄수있습니다한번씩 배부른 일상이 루즈해질때 한번씩 이영화보면서 아 내가 그래도 아직은 행복하지하고 자극받네요저도 이영화 처음에는 무난하게 봤는데내상황이 어떠냐에 따라 이영화가 주는 메세지는 달라집니다 내 입장에서 내가 극한 상황이라면 어떨까하고 
3806,이 영화를 볼 수 있게 저를 낳아주신 아버지에게 감사합니다 
3807,좋았다 1212121212 
3808,이 영화를 보고 다른 5점 짜리 영화에 별점을 하나씩 낮췄다 
3809,강주희 배우님 최고 입니다 
3810,이 영화를보고 영화 타이타닉에 명대사가 떠오르네요 make it count 순간을 소중히 당신의 인생에 최고의 순간도 있지만 매 순간이 소중하다는걸 잊지마세요 
3811,인생영화입니다 마지막 장면은 볼때마다 눈물나네요 
3812,451236 이게 정주행이라고 봅니다 
3813,시간 가는 줄 모르고 봤다 왜 이제서야 봤는지 
3814,스토리가 좀 뻔하긴 한데 이렇게까지 욕먹을 영화는 아님 다들 진짜 영화 본거 맞나 영화 속에 구현된 친근한 어플들캔디크러쉬사가페이스북… 구경하는 재미도 있고 캐릭터도 이모지 특성에 맞게 행동해서 되게 신선하고 재밌었다 10점짜리는 아닌데 생각보다 평점이 너무 낮아서 10점 줌 
3815,너무 멀리 보지말고 지금의 나를 위해 살아가자 
3816,이나라 경제를 이끌어가는 도덕성 가치기준이어떤것인지 알게되어서 슬프지만 우리 국민들이깨어있어서 멎몇이 수작을 부리는 이런일을 두번다시 겪지 않아야 될것 같아요 
3817,영화 한번 줘깥네 ㅋㅋㅋ 
3818,블랙코미디의 원조송강호  최민식 가족들 캐릭터배우들 연기력 말해뭐해 ㅠㅠ 
3819,기대를 했거늘 아스토리 최악이네요 일단 소원을 들어주는 스톤에서 완전 쌈마이로 전락 뭐 소원들어주면 다 끝나는거지뭐 ㅎㅎㅎ이거 한마디면 스토리는 정리 보시고 판단 
3820,5번째 봤고 볼때마다 우리 정서랑은 안맞는 패륜적이다 그러나 낭봉꾼의 정체가 브레드피트라 미워할수가 없더라 왜 마이클타이슨이 안죽였는지 이해가 가더라 참고로 난 개상남자인데 피트형 분위기 외모는 서양에서도 찾기힘든 포스다 아 개멋진형 다 가졌다 
3821,몰입감 장난이 아니네요 보는 내내 호흡이 답답했어요 무서운데 엄마라 그런지 보면서 심정이 이해가서 계속 울면서 봤네요 
3822,오우오우오우오우오우 
3824,재밌는데 영화 다보니까 기분 개더럽다주인공 안타까워하면서 보다가 배신감들어 
3825,우연치않게 보게된 영화인데 너무 재미있고 감동적이다 액션도 예술이고 심장이 계속 보는 내내 쫄깃하다 눈물도 사이사이 났고 이런 영화가 좋다 간만에 액션영화 잘 봤다 
3826,클리셰를 비꼰 참신한 스토리 온갖 괴물과 귀신이 튀어나오는 장면도 압권 
3827,이것은 좋은영화입니다 
3828,이래서 남자들한테 장어가 좋다고 하는구나전격 장어 권장영화 
3829,트럼프 최고네요 
3830,영화를 보는 내내 이게 실제로 있었던 일이라니 믿겨지지 않았습니다 충격적이고 속상하고 화도났다 눈물도 나고 두통이 동반되는 속시끄러운 영화입니다 하지만 꼭 한번 보시기를 추천합니다 픽션이 아닌 우리가 살고 있는 이 세상의 모습인데 남의 일이려니 나와는 상관 없는 일이거니 하던 저의 무지했고 무관심했던 모습에 반성하고 부끄럽습니다 미인대회에서 세계평화를 우스갯 소리로 개그 소재가 되곤 하는데 진심으로 세계 평화를 기원합니다 
3831,보는 동안 눈물이 계속 나오네요 ㅠㅠ정말 감동적인 영화입니다  
3832,이 영화를보고 눈을 떳습니디 
3833,화가 치밀어오르지만 영화는 잘 만들었다 
3834,잘 봤습니다 ㅠ 
3835,작년에 히어로 영화 하나도 못봐서 그런가 생각보다 재밌게 봤어요 오그라드는 느낌이 좀 있지만 이것저것 볼만한 포인트들이 있었음 이제 마블 영화만 기다린닷 
3836,어두웠던 시절을 미화시켜 가볍고 잼나고 감동도 따르고 명연기자분들로보는내내 기분좋았어요ㅎㅎ 
3837,말로 표현할수 없는것 같아요ㅠㅠㅠ 
3838,연기를왜리다못해윤진서 ㅜㅜ이민기 
3839,촐싹거리는 괴물 얄밉고 귀엽기는 하지만 믿고 거르는 중국산 고전 영화치고 잘 만들었다 요새는 이런 장르의 영화는 도통 보이지 않네 
3840,말로만 들었던 내보자들 우연히 채널쇼핑하다 처음부터 정주행했습니다 러닝타임 길지만 정말 수작인 것 같아요 잘 보았습니다 감사합니다 
3841,전작과는 딴 판이고 재미없다 
3842,투명 인간이 좋은 것만은 아니다 투명해지니 자기 뜻대로 안되서 폭력적으로 변하게 되고 투명 인간이 가면 쓰니까 이상하다 눈 코 입이 다 구멍이 뚫려 있고 웃기기만 하다 혐오스럽기 짝이 없다 모든 인간이 쉽게 투명 인간이 되면 무섭겠다 
3843,일본을 좋아하는 사람이지만 객관적으로 어떤 언어로 만들어도 너무 좋은 스토리 
3844,개봉했을때 영화관가서 돈주고 본 영화인데 이게 왜 15세인지 전혀 이해 안갔던 영상이었네요저도 솔직히 이 영화는 좋은영화라고 말 못하겠어요 아이들 교육용으로 보여준 부모님들 많으시던데 글쎄요사람마다 다르겠지만 위안소 장면에서 소리랑 촬영구도분위기 때문에 충격 받는 사람도 있을거 같아서 전 절대 애한테 안보여주려구요저도 충격 받은거보면의도는 좋지만 영화자체로는 너무 좀 그랬던 영화입니다 
3845,와 소리밖에 안나옴 다보고  
3846,우주선 내의 첨단적 영상미와 반면에 아날노그적인 감성이 뭍어나는 로맨스가 첨가된 여운이 남는 스토리 
3847,마음이 아프고 여운이 많이 남네요 
3848,왜 그렇게 무언가 하려고 했을까 결국 이루면 공허할 걸 알면서도 
3849,연출 연기 스토리 모든게 다 완벽한 영화 
3850,역시 송강호 연기가 미친다 
3851,굿진짜 너무 재밌었어요 
3852,사랑의 감정이란 눈으로 덮힌 철로와 같아서 햇살 한자락에도 그 몸체가 흘낏 드러날 수 있음을 우리는 이미 알고 알고있다 내 사랑의 대상을 누가 꼭 정해줄 수 있을까 마음은 이미 내 머리와 상관없이 흘러 가버리는걸 
3853,걍 최고다 말해뭐해 
3855,오랜만에 가슴이 뻥 뚫리는 상쾌한 영화 영화의 바램대로 그당시 전두환이가 모가지 끌려 떨어지고 이의식 같은 대통령이 정권을 잡았다면 노태우나 박근혜나 이명박 같은 쓰레기들은 나오지도 않았을텐데 아쉽 영상미 80년대를 잘 구현했고 배우들 연기 오지고 스토리와 음악 경쾌하고 한마디로 굿잡 
3856,이영화가망한이유 세가지 1쓸데없이 많이나오는 김명민 2보기만해도 폐암 걸릴것같은김명민담배 3귀가 썩어문드러질것같은 김명민쌍욕 
3857,애절하고 애뜻한 첫사랑이 그대로 느껴지는 최고의 멜로 영화 
3858,지금봐도 명작인 영화 노래도 좋음 
3859,비장애인과 사귀고 있는 시각장애인입니다 사실 비장애인이 보기에 영화의 서사가 많이 부족할 수 있는데요 저에게는 굉장히 많이 다가오는 영화였어요 원작을 모르고 보다가 결국 원작까지 챙겨보게 되고 다시 이 영화 2회차를 보게 되는 마법 같은 영화네요 제가 사귀고 있는 친구에게 저는 어찌해야 할까요 
3860,최근에 받은 위로 중 가장 큰 위로 
3861,무엇을 보여주려 한건지 영화가 다 끝난 후에야 후기를 찾아보며 알게 되었지만 독립영화만의 특유한 느낌을 받으며 편안히 봤다 
3862,내 인생 최고의 인생작인 드라마 
3863,억지로 만든느낌 ㅡㅡ 재미없음 
3864,디즈니 애니메이션으로 친숙한 이야기 대신 원작을 따라가는데 재미와 감동은 디즈니 각색이 더 좋다 할리우드와 다른 비주얼은 독특하지만 야수 분장은 도통 받아들이기 힘들다 
3865,부자 사이의 다툼 삼각관계 노총각 연애 등 다양한 설정이 등장하지만 제대로 다루고 있는 것은 없다 생각만큼 웃긴 장면은 없고 갈등은 어이없을 정도로 편리하게 해결된다 
3866,돈과 관련된 내용은 코미디가 아닌 드라마로 그렸어야 했고 구역질나고 더러운 유머와 여성들에 대한 불쾌한 시선 그리고 뜬금없는 해피엔딩 모두 최악으로 느껴진다 
3867,코미디라기에는 웃긴요소가없다 
3868,액션 어벤져스 영화 치고 보는 내내 너무 많이 울었네요 좋은 영화 만들어주셔서 감사합니다 잘 봤어요 
3869,영화의 스토리 때문에 자칫하면 수준 낮은 영화가 될 수 도 있었겠지만 영화의 연출과 배우들의 연기 ost 모두가 만점인 영화 특히나 마지막 두 주인공 배우의 그 눈빛을 잊을 수 없다ㅠ 아련하게 마음 깊숙히 남는 영화 결말의 연출과 ost까지 완벽하다 
3870,어렸을때 재밌게 봤는데 내용이 기억 안나 다시 봤는데 재밌다 덴젤 워싱턴 목소리 톤 연기 너무 좋다 
