,댓글,출처
1380,인디가수뿐만아닌디 ㅠ,./data\subusunews.csv
1381,애초에 음슴체로 하더라도 고 살음이어야 함,./data\subusunews.csv
1383,virtual world 개많이 들었던 것 같은데 그 사람 맞나,./data\subusunews.csv
1384,누나 뭐 먹고 살아,./data\subusunews.csv
1385,예근씨 뉴스나옴,./data\subusunews.csv
1389,요즘 버스킹은 하더라 장난아님 방댕이 흔들고 난리남,./data\subusunews.csv
1392,어머 일요일에 딕펑스아오네,./data\subusunews.csv
1393,한글로만으론 안될듯,./data\subusunews.csv
1394,뉴스가 하이네켄 광고해주네,./data\subusunews.csv
1395,취지는 좋지만 글쎄요ㅠㅠ 일회용 손소독제며 마스크비닐이며 전 다 일회용 쓰레기로만 보여서 안타까운데요ㅜㅠㅠ,./data\subusunews.csv
1396,마스크 안쓰고 되려 화내는 몰상식한 사람 뒷목 때려도 되는 법 만들고 싶다 짝,./data\subusunews.csv
1397,마지막 사진에 제작지원하이네켄 코리아,./data\subusunews.csv
1398,이카드 뉴스는 하이네켄 코리아의 지원을 받았습니다 잘한다 공중파가 ㅉㅉ그리고 하이네켄이야 당연 사람이 많아져야 지들 술 많이 파니까 저런 거라도 하는거고 이태원은 된통 당해도 싸다 인천 모 학원강사 확진자 발생때 방역 수칙 비미한 업소도 많았고 이번 할로윈남의나라 꼬맹이들 과자 파티가 좋다고 따라하는 찐따들 때도 단속에 걸리는 업소도 더러 있던 데 이나라는 멀었어 아직,./data\subusunews.csv
1400,맥줏집 직원이였다가 갑자기 맥줏집 운영이요,./data\subusunews.csv
1401,월세가 문제인 것 같군요 홍삭천님 방송보고,./data\subusunews.csv
1402,이하이씨 주량이 어느정도인지 알아요 네캔이래요 왜냐구 하이네켄,./data\subusunews.csv
1403,할로윈때 버글버글하더만 ㅋㅋ,./data\subusunews.csv
1404,결국엔 광고쓰,./data\subusunews.csv
1405,지랄 해방촌 가봐라 아주 주말마다 마스크안쓰고 바글바글,./data\subusunews.csv
1406,돌아가고 싶어 이태원으로,./data\subusunews.csv
1407,코로나 전에 이미 물가 폭등으로 손님들 줄어들었는데 대깨문들 코로나 탓하는 거 쥰나 역겹죠,./data\subusunews.csv
1408,코로나전에 젠트리피케이션으로 엎친데 덮친거 아님,./data\subusunews.csv
1409,기업 소상공인 소비자정부는,./data\subusunews.csv
1412,마셔서 혼내줘야지,./data\subusunews.csv
1413,오왕그래서 사람이 지금도 별로 없는건가봉가,./data\subusunews.csv
1415,취지는 좋은데 1회용품 한가득,./data\subusunews.csv
1417,did you know about this hahahahahhaah I was sooooooo surprisedhahahahahahahhahshahs,./data\subusunews.csv
1418,응 광고,./data\subusunews.csv
1419,어이코 한나라때문에 뭐하는거야 이게,./data\subusunews.csv
1420,코로나 영향이 가장 크겠지만 이미 그 전부터 이나라에 재앙이 들어서서고 서서 소상공인 망하는 중,./data\subusunews.csv
1421,느그 치파오나 잘챙겨라,./data\subusunews.csv
1422,코로나나 니꺼라고 주장하세요,./data\subusunews.csv
1423,욕심 나겠지 한복은 진짜 이쁘니깐,./data\subusunews.csv
1424,지들이 지네 손으로 전통 없앴으면서 남의 전통을 지네꺼라고 우기네ㅋㅋ 그래봤자 짝퉁 주제에,./data\subusunews.csv
1425,블핑 이랑 방탄 뮤비에 나오고 킹덤 트치면서 한복이 뜬다 싶으니까 이것들이 또 지랄을 떨어댐 지금 유행하는 것 중에서 느그들꺼는 코로나 뿐이다,./data\subusunews.csv
1426,한복에 태극기 그린거 나왔으면 좋겠다,./data\subusunews.csv
1427,문화대혁명 때 다 쓸어버려서 문화랄게 없어서 주변국 역사문화 모조리 자기네 꺼라고 우기는거 동북공정 꽤한 게 20년이 넘음 빨리 대책세워야 함 아 자기네 꺼 있네 코로나바이러스,./data\subusunews.csv
1429,먼지도 코로나도 이미 많이 했잖아,./data\subusunews.csv
1430,하저런것들 때문에 스트레스를 받아야한다니 진짜 심각한다 대한민국 정부는 가만 있네,./data\subusunews.csv
1431,똘아이들인가 이거,./data\subusunews.csv
1432,이제는 뭐 기모노도 지들 문화라고 지껄이겠네ㅎㅎ,./data\subusunews.csv
1433,중국대지진 올때가 된것같은디,./data\subusunews.csv
1434,아니 이미 시진핑이가 트럼프 대통령 만나서 한국은 옛날부터 중국의 일부번속국 였다라고 말했을 때부터 이미 다 알게 된 일 아닌가요 중국은 한국을 정복하고 싶어합니다 농담이나 비유가 아니라 진짜 대만 다음 한반도가 중국이 차지하고 싶어하는 지역이에요21세기에는 식민지 같은 거 없을 거라고 생각하시는 분 계시면 그건 꿈이라고 말씀드리고 싶네요현재 한국의 가장 큰 적은 중국입니다한국의 가장 위협적인 적도 중국입니다한국을 가장 점령하고 싶어하는 나라가 중국입니다이미 십수년 전에 동북공정으로 시작된 일인데 그 동안 우리가 너무 안일했던 거죠 지금 우리나라 위기입니다 조선시대 말에는 그래도 외국의 위협을 눈치라도 채고 발버둥이라도 쳤지 지금은 진짜 코 앞에서 칼을 꺼내서 갈면서 우리 목을 칠 때만 노리고 있는데도 위기의식은 없고 그냥 중국 왜 저래하는 단순한 불쾌감만 있는 거 같아 불안하네요,./data\subusunews.csv
1436,전세계 모든것의 원조가 중국이라고 우기면서 왜 중국에서 시작한 코로나는 원조가 아니라고 하는걸까 ㅋ 참 신기한 나라야,./data\subusunews.csv
1437,변발 니들꺼니까 많이 해라,./data\subusunews.csv
1438,아니 지들 옷입는거 핸드폰 전기 다 지들이 발명한거 아니잖아ㅋㅋ 샤오미핸드폰도 애플거임 졸라 어이없네,./data\subusunews.csv
1439,이래서 할로윈보다 더 중요한 우리문화의 날을 부흥시켜야한다고봅니다 한복아리랑고유명절 이러다 다 뺏길듯싶네요,./data\subusunews.csv
1440,일본도 중국도,./data\subusunews.csv
1441,미세먼지 가져가세요,./data\subusunews.csv
1442,뭐만하면 다 지들이 원조인데 코로나만 아니래ㅋ,./data\subusunews.csv
1444,이거 자문화 중심 뭐시기 아니냐 ㅋㅋㄹㅋㅋㅋㅋㅋㅋㄹㅋㅋ,./data\subusunews.csv
1445,미친거아니냐 정도가 있지 진짜 적당를 모른다 적당,./data\subusunews.csv
1446,ㅋㅋㅋ한복이고 김치고 다 지그꺼란다 그러면서 코로나만 아니래 ㅋㅋㅋ,./data\subusunews.csv
1447,지랄말고 꺼져라,./data\subusunews.csv
1448,답글에다 다른ㄴ분들도 태그점,./data\subusunews.csv
1449,딥빡쳐 제발 착짱죽짱ㅠ,./data\subusunews.csv
1450,진짜 답답한건 외국인들은 이런거 관심 ㅠㅠ,./data\subusunews.csv
1451,롐병한다 진짜,./data\subusunews.csv
1452,심각하다잉ㅡㅡ 진짜 어어없다,./data\subusunews.csv
1453,ㅇㄴ 존나 우길걸 우겨야죠 으딜 뺐어가려고,./data\subusunews.csv
1454,쭝꿔 찌발 크다고 남의 꺼 넘보냐 소탐대실 이다,./data\subusunews.csv
1455,어디서 헛소리를 아휴,./data\subusunews.csv
1457,아 뒷골땡겨,./data\subusunews.csv
1458,주접도 가지가지,./data\subusunews.csv
1459,개소리 정성들여서 하네,./data\subusunews.csv
1460,별 걸 다 우기네ㅡㅡ,./data\subusunews.csv
1461,쫑궈런들 양심 짜이날ㅠ,./data\subusunews.csv
1462,하지마하지마 한복은 우리꺼라고 그만해좀 표절좀 그만해 제발좀,./data\subusunews.csv
1465,넘 예쁜가봐 우리는 언제쯤 한옥마을 가,./data\subusunews.csv
1466,중국 선넘네,./data\subusunews.csv
1467,아니 제발ㅅㅂ 지네나라 전통의상이나 신경쓸 것이지 참 할 일 없나봄,./data\subusunews.csv
1468,아 진짜 적당들 좀,./data\subusunews.csv
1469,중국정당했으면 좋겠다 어린애도 아니고 치파오도 잘만하면 유행시킬수도 있는데 노력을 안하고 한국것만 뺏을려고하니,./data\subusunews.csv
1470,나라가 이 없으니 그냥 여기 저기 빼앗기기만 하지,./data\subusunews.csv
1471,미친거아니뇨 어이가없으ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\subusunews.csv
1472,하여간 중국이랑 일본은 왜 이러는 걸까인간이길 포기하는 걸까품격 떨어져ㅉ,./data\subusunews.csv
1473,북한 무너지면 북한 땅까지 먹으려고,./data\subusunews.csv
1474,중국은 정이안가,./data\subusunews.csv
1475,저러니 짝퉁나라 이미지못벗어나지,./data\subusunews.csv
1477,모르니까 저 지랄 하는 거 아녀 쓰펄,./data\subusunews.csv
1478,와 미친,./data\subusunews.csv
1479,ㅋㅋㅋㅋㅋㅋ진짜 개얼탱없음,./data\subusunews.csv
1480,너네 한푸 있는거 아는데 왜 자꾸 한복을 한푸라고 우기냐고 우리가 한푸 한복이라고 우겨볼까 ㅠㅠ 방탄 데리고 사극 드라마 하나 찍어야 하나 왜들 저래,./data\subusunews.csv
1481,진짜 왜 저래 미친,./data\subusunews.csv
1482,뭐라니 이젠 한국도 지네나라꺼라 하게 생겼네,./data\subusunews.csv
1483,일본이나 중국이나 우기기 쩌네 우기면 너네꺼냐그렇게 탐날만큼 우리나라 한복이 멋지지,./data\subusunews.csv
1484,중국이고 일본이고 왜 우리나라에게 매번 열등감 느끼면서 못잡아 먹어 안달이지,./data\subusunews.csv
1485,중국내부가 단합되지못하는 증거라고 봅니다,./data\subusunews.csv
1486,중국없어졌으면 좋겠다,./data\subusunews.csv
1487,얘네는 시발 하나도 도움이 되는 게 없어 그냥 씨부리면 그만이냐,./data\subusunews.csv
1489,진짜 때릴까,./data\subusunews.csv
1490,중국 누가 폭파 시켜버렸음 제일 꼴보기 싫은 나라,./data\subusunews.csv
1491,알고 있으면 그런짓 못함 짭국 ㅅㄲ들 지네 짭국이라는 거 알아달라고 아주 광고를 해대네,./data\subusunews.csv
1492,진짜 중국꺼는 코로나밖에 없지 않냐,./data\subusunews.csv
1494,쟤넨 중간이 없냐 ㅋㅋ 일부 때문에 중국 전체 말아먹게 생김 한복 치솟아 오르니 갑자기 한족 들먹이면서 지랄함 꼬우면 전통의상 쳐 입고 다니지 ㄱ,./data\subusunews.csv
1495,진짜 하,./data\subusunews.csv
1496,중국 개나대,./data\subusunews.csv
1497,중국 왜 저러는걸까 대체,./data\subusunews.csv
1498,중국 따라하는거 개좋아함,./data\subusunews.csv
1499,코로나로 전세계에 민폐 끼쳐놓고 사과한마디도 없는 답도없는나라 그저 자기나라에 불리한거있으면 일단 감추고 없애버리는 추악한 나라 창의성이란 일도 없는 그저 카피하기 바쁜나라 ㅉㅉ 멀리 안나간다 니들 목표가 세계1위 세계정복이라도 아무도 인정 안한다,./data\subusunews.csv
1500,아니 무슨 만만한 콩떡도 아니고 언놈은 독도로 망발천국질이더니 하다하다 망발질에 발담그기하냐 가랑이 찢어지는 줄 모르는 정신 빠진 것들아,./data\subusunews.csv
1501,중국 쓰뤠기넹,./data\subusunews.csv
1502,에휴일본이고 중국이고 우리나라 디게 못살게 굴어삿네ㅡㅡ내라 대한민국,./data\subusunews.csv
1503,존나 전세계적으로 국가 평판 씹개쓰래기인거 지들도 알겠지,./data\subusunews.csv
1504,이러다 대한민국도 중국땅이라고 하겠군중국 개싫다,./data\subusunews.csv
1505,왜 베트남 전통의상도 중국꺼라고 우기지 무슨 3살도 아니고 ㅡㅡ 애냐,./data\subusunews.csv
1506,bts가 이미 한복 한번 입지 않았나ㅋㅋ 그나저나 이런거 맨날 이슈되면 뭐하냐 우리나라 사람들도 뭐 딱 옛것을 지키려고 하지 않잖아 제대로 아는지 물어보면 우물쭈물이고 중국 일본이 맨날 지랄하면 화만 내고ㅋㅋ,./data\subusunews.csv
1508,정부가 중국몽을 하고 있으니 중국놈들이 선을 넘어도 안말 안하지 그러니까 중국놈들이 더 난리치면서 선넘는거고 국민들도 국민들이지만 정부차원에서 중국에 한마디 해야한다 가만 앉아있다가 우리꺼 중국에 다 뺏긴다,./data\subusunews.csv
1509,아니 저것도 재주 아님 단체로 저런 머리통 가진 거부터가 그냥 존나 대단함,./data\subusunews.csv
1510,진짜 이것들이 보자보자하니까,./data\subusunews.csv
1512,우리 모두 우리의 것에 관심 더 많이 가져야 겠네요 과거가 없는 미래는 없잖아요 우리 아이들에게도 정확하게 알려줘야 겠습니다 우리문화 우리가 지켜야죠,./data\subusunews.csv
1513,이 미친 것들이,./data\subusunews.csv
1514,너무 이뻐가지고 ㅎ,./data\subusunews.csv
1515,어으 ㅅㅂ 화딱지나서 이런거 못보겠어,./data\subusunews.csv
1516,근데 단오절은 중국에서 전래되어 온 명절 아닌가요,./data\subusunews.csv
1517,존나 짜증나,./data\subusunews.csv
1518,차라리 코로나나 가져가라,./data\subusunews.csv
1520,이게진짜 심각한 문제에요공산주의 시작하면서 마오쩌둥이 중국 내의 문화 및 문화재를 많이 없앴다고 해요그 전에 있던건 없애고 공산주의를 실현하는 지금부터가 중국이라는 취지로그 때 그렇게 자국 문화를 버려놓고는 옆 나라인 한국은 5천만년의 유구한 역사를 가진 민족으로 점점 국제적으로 대세 문화가 되니 자기들도 고유 문화에 대한 갈증이 심해졌겠죠자기들은 아니라고 하겠지만 애국이랍시고 지금 얼마나 중국이 횡포 부리고 다닙니까동북공정 당시는 한국이 지금처럼 k문화의 흐름이 대세가 아니었어서 전세계적으로 호소를 해도 중국이라는 대국이 우기기에 앞서서 겨우 방어하는 수준이었는데 이제는 우리가 더 나서서 중국의 만행을 알려야해요저것들이 자국 내에서는 세뇌하고 우기면 뭐든 되니까 국제적으로도 우기기 시작하네개빡쳐우리나라꺼 좋다는거 왜 다 뺐어가냐그냥 독자적으로 너희는 너희들꺼 홍보해우리가 그렇게 마라탕 많이 팔아주면 너희들도 마라나 국제적으로 띄울 생각하라고남의거 뺏지말고,./data\subusunews.csv
1521,진짜 이런 말 단 한번도 해본절 없는데 중국은 존재 자체가 민폐다 지구와 세계를 위해서 중국은 좀 사라져도 될 것 같음,./data\subusunews.csv
1522,이거다 이거 그 위챗 중국인 기억나지 걔가 나보고 입었으면 좋겠다고 했던게 한푸였나 그건데 아닌가 몰라 갑자기 또 짜증나졌어 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 어쨋단 넘 추억이다 나 중학생으로 돌아갈래 진짜로 제발할 말이 넘 많다,./data\subusunews.csv
1523,우기면 다되는줄 아나봄 일본이나 중국이나 누가더 잘우기나 경쟁하나 ㅉㅉ,./data\subusunews.csv
1525,중국이랑 일본에껴서 문제인 모하냐,./data\subusunews.csv
1527,짜증나지 왜 우리꺼도 탐내냐 어차피 뭐 우리문화는 니네가 넘질못해,./data\subusunews.csv
1528,어ㅐ니가 생각이 날까 도대체 왜,./data\subusunews.csv
1531,저기 미안한데 니네 처신이나 잘해 못배워먹은거 티내지말고,./data\subusunews.csv
1533,중국 너무 싫음 코로나 터진 이후로 그냥 중국 자체 아주 싫다 개극혐,./data\subusunews.csv
1534,세상 모든게 저희가 근원이 되었습니다 하지만 코로나는 저희가 만든 것이 아닙니다,./data\subusunews.csv
1536,얘네 우기는게 일본을 넘어설듯,./data\subusunews.csv
1538,와나 짜증나,./data\subusunews.csv
1539,우한폐렴이나 가져가라 싯파,./data\subusunews.csv
1540,진짜 ㅈ개짜증남 댓글에 있는 말처럼 중국때문에 괜 이런 스트레스 받는거 ㄹㅇ킹받는다,./data\subusunews.csv
1542,지랄도 지랄도 너희들껀 코로나와 미세먼지가 너네꺼야,./data\subusunews.csv
1543,거의 나라 손민수,./data\subusunews.csv
1544,왜 그러는거지,./data\subusunews.csv
1545,동북공정 때문이지,./data\subusunews.csv
1547,중화인민공화국 망할 날이 얼마 남지 않은거 같구나 중국 정부는 자기네 국민들을 정말 무식하게 잘 키운 것 같다,./data\subusunews.csv
1548,아휴 ㅋㅌ,./data\subusunews.csv
1549,아 화나 화나 화나 이런거 알리는 쪽으로 일할거야 짖짜,./data\subusunews.csv
1550,중복이냐 ㅋ,./data\subusunews.csv
1551,댓글개웃김ㅋㅋㅋㅋㄲ 코로나나 자기네거라하래,./data\subusunews.csv
1552,위생에나 신경써라 욕심 좀 그만 부리고,./data\subusunews.csv
1553,음이것 좀 봐,./data\subusunews.csv
1554,선 씨게 넘네,./data\subusunews.csv
1555,준나시러 중국 존나시러시러시러시러시러,./data\subusunews.csv
1557,졸라 선넘어 중국 좋아하는데 이런거 보면 졸라 짜증나고 정떨어져ㅋㅋㅋㅋㅋㅋ,./data\subusunews.csv
1558,일본에 독도 뺏기고 중국엔 한복 뺏기고 ㅋㅋㅋ,./data\subusunews.csv
1559,너가 더 중국싫어하게 된다,./data\subusunews.csv
1560,왜저래 진짜,./data\subusunews.csv
1561,아 시바 쟤네 왜 지랄이야,./data\subusunews.csv
1562,지랄을한다ㅋㅋㅋㅋㄲㅋ지들거나 발전시킬것이지 맨날 남의거 넘보냐ㅋㅋㅋㅋㅋㅋ아니우리나라주위애들은왜케다지거라고 우기는병걸리는미친애들뿐이지,./data\subusunews.csv
1563,중국 선넘네 지들 문화나 똑바로 챙기지,./data\subusunews.csv
1564,에효 중국 진짜 왜저러고 살까 진짜 궁금해서 우기면 다 지네 껀 줄 아나보네 선 넘지말자,./data\subusunews.csv
1565,역시 우한폐렴 클라스,./data\subusunews.csv
1567,씨 발 진ㅁ자 짜증나,./data\subusunews.csv
1570,정작 다른 나라에서는 어떻게 알고 있고 인식하는지 궁금하네요 혹시 아시는분 계신가요,./data\subusunews.csv
1571,얘네는 왤케 욕심이 많냐 존나 그냥 무대뽀로 밀고 나가서 사람들이 지네껀줄 알게 하는 거 ㄹㅇ 개뻔뻔브라더스ㅡㅡ,./data\subusunews.csv
1574,으휴 지들도 한복 이쁜건 알아가지구,./data\subusunews.csv
1575,중국은 좋아지지 읺는다,./data\subusunews.csv
1576,얘가 자꾸 선넘네,./data\subusunews.csv
1577,코로나만 니네꺼야,./data\subusunews.csv
1578,아 시발 중국 왜 저래,./data\subusunews.csv
1579,이젠 그냥 다 지네꺼래,./data\subusunews.csv
1580,정리 해드립니다한복K POPK 방역한국기모노일본사스코로나19중국,./data\subusunews.csv
1581,닥치고 마라탕에 박쥐나 말아 쳐드셨으면 좋겠당,./data\subusunews.csv
1583,지금 이거 진짜 심각하던데 진짜 한복 뺏길까봐 겁난다 아니 왜 지들 손으로 지들 문화 다 불태워 놓고 이제와서 딴 나라 문화 뺏는거지 이해가 안되네 진짜 한번 날 정해서 다들 한복 입어야 하는거 아님 ㅋㅋㅋㅋ 이미 몇몇은 한복 입고 올렸더라,./data\subusunews.csv
1584,진짜 중국은 모자란거 티내는거도 아니고,./data\subusunews.csv
1585,땡깡도 즉당해야지 ㅉㅉ,./data\subusunews.csv
1586,개지랄떨고잇네 후,./data\subusunews.csv
1587,지랄도 가지가지다,./data\subusunews.csv
1588,코로나나 걸려라,./data\subusunews.csv
1589,ㅈㄹ좀 고만 싸거라,./data\subusunews.csv
1590,우한 짜요 중궈 짜요,./data\subusunews.csv
1591,어케 생각해,./data\subusunews.csv
1592,이야 짖으면다되는줄아는구나,./data\subusunews.csv
1593,문화대혁명때 다 때려부숴놓고 ㅋㅋㅋㅋㅋㅋ으후,./data\subusunews.csv
1595,아효 지랄들을하세요 아주,./data\subusunews.csv
1596,하여튼 중국은 안돼ㅡㅡ 다 지들꺼래 욕심 오져따 안좋은건 지들이 아니라 그러고 좋아보이면 다 지들꺼래ㅠㅠ,./data\subusunews.csv
1597,먼 개소리야코로나랑 미세먼지는 진짜 중국꺼니까 제발 갖고 꺼져줘,./data\subusunews.csv
1600,블핑방탄킹덤에 한복이 나와서 뜨니까 그걸 가로챌려고 하넼ㅋㅋ,./data\subusunews.csv
1601,이 조금한 나라가 뭐가 부럽다고 우리나라 문화를 뺏고 지랄이야,./data\subusunews.csv
1602,나ㅜ이런거 보면 너무 화나 어딜 뺏어갈라고,./data\subusunews.csv
1603,난 중국이 존나게 싫어,./data\subusunews.csv
1604,코로나는 본인거 아니라고 우기잖어ㅠㅠㅠㅋㅋㅋㅋㅌㅌㅌ,./data\subusunews.csv
1605,왜저래 적당를 모르네,./data\subusunews.csv
1606,선 그만 넘어 이 씨발 우리꺼야,./data\subusunews.csv
1607,개소리 왈왈,./data\subusunews.csv
1608,이따가 보게 답글좀,./data\subusunews.csv
1609,진짜 ㅋㅋ 좋아할 수가 없는 나라,./data\subusunews.csv
1610,한푸도 중국인들이 한복보고 예뻐서 뺏긴거라 알고있었눈데,./data\subusunews.csv
1611,샤이닝니키 이짱깨샛기들이,./data\subusunews.csv
1612,어허 떼쓴다고 되는게아니에요,./data\subusunews.csv
1614,유행만 했다하면 즈그꺼래 ㅅㅂ 코로나나 다 들고가라,./data\subusunews.csv
1615,지랄 별 발광을 다떠네 ㅆㅂ,./data\subusunews.csv
1616,언니이거에여 중국진짜 도랏맨 ㅡㅡㅋㅋㅋ,./data\subusunews.csv
1617,참고로 말하면 중국이 한국꺼였지 한국이 중국꺼였던적은 한번도 없었음 414년 고구려 광개토대왕비 세움 만약 같은 나라였음 어떻게 말이 다름 중국은 중국말 쓰는데 어떻게 한국이 언어도 다른데 자기 나라라고 우길수있지 중국이 한국말 쓰나 참 어이가 없네 괜 한국이 잘나가니까 따라하고싶어서 그러나,./data\subusunews.csv
1618,이건 때쓰기가 아니라 죠랄이 과간인거임,./data\subusunews.csv
1619,얘네 답도 없다,./data\subusunews.csv
1620,양싸이드로 지랄이야 중국은 코로나 주고 한복 가져가고 일본은 독도 가져갈라하고 지랄났다 스발,./data\subusunews.csv
1621,후 빡쳐,./data\subusunews.csv
1622,대한민국정부는 뭐하고있음 일본보다 더 뻔뻔한데 우리문화 자기들꺼라고 주장하는 기사만 각종 분야에서 거의 10건은 본거같은데,./data\subusunews.csv
1623,헐 너가 말한게 이거구나,./data\subusunews.csv
1624,ㅈㄹ들 한다,./data\subusunews.csv
1626,역시 미개해,./data\subusunews.csv
1627,아오 왜저래 ㅋㅋ,./data\subusunews.csv
1630,지들꺼 다때려부수고 남에꺼 탐내는 꼴보소진짜 우리나란 왜 주변이 다 이모양이야 어디서 둘째가라면 서러울 씹새들만 모아서 주변에 배치해둠,./data\subusunews.csv
1631,그러면 k 마카롱도 해보시지,./data\subusunews.csv
1632,저번 주에 어떤 중국 애가 한복 입고 왔을 때 선생님이 너네 나라 전통 의상이냐고 하니까 엄마가 그렇다고 함,./data\subusunews.csv
1633,지들것도 충분 예쁘고 화려한데 뭔 욕심이 그렇게 많아서 원조드립이냐지들은 맨날 짝퉁 만들어서 원조라고 우기는 집단이면서,./data\subusunews.csv
1634,니취팔러마 휴,./data\subusunews.csv
1635,중국건 추한 변발과 코로나뿐,./data\subusunews.csv
1636,어이가 없네ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\subusunews.csv
1637,중국은 안사라지나,./data\subusunews.csv
1638,한국이라는 나라 자체가 중국에서 나온거라고 우기고있는게 핵심입니다 한국의 진짜 건국사를 알리는 세계 개천문화 대축제에 참여해주세요 httpwwwdaehansarangorggaecheon2020,./data\subusunews.csv
1639,아 몰라 아무튼 다 중국거임 이건가,./data\subusunews.csv
1640,아 존나빡쳐,./data\subusunews.csv
1644,짝퉁의나라 아진짜 중국안싫어했는데 진짜 개싫다,./data\subusunews.csv
1645,댓글 재밌닼ㅋㅋ,./data\subusunews.csv
1646,선 씨게 넘네,./data\subusunews.csv
1648,야 이거 김태우쌤이 말한걷 ㅋㅋㅋㅋㅋ,./data\subusunews.csv
1649,진짜 맞짱뜰까 왜저러냐 진짜,./data\subusunews.csv
1650,일본이나 중국이나 땅이든 문화든 다 자기꺼라 우기는데방탄이나 블핑이 더욱 열일해야 한다,./data\subusunews.csv
1652,존나어이없음 ㄹㅇ기모노도 지들꺼라해라 그냥,./data\subusunews.csv
1653,ㅋㅋㅋ ㅋ 치졸해 얼마나 질투가 나면 참,./data\subusunews.csv
1654,아 ㅈㅎㄴ나빡쳐,./data\subusunews.csv
1655,진심 없어져야 될 나라다,./data\subusunews.csv
1656,우리나라 보물도 못찾아온게 18만개가 넘는데 있는것도 제대로 지키지 못하고 현대에 맞춰간다며 문화교란시키는 나쁜 나라들로부터 우리나라 고유 전통 의복인한복을 지켜주세요,./data\subusunews.csv
1658,선을 씨게 넘네,./data\subusunews.csv
1659,아니 ㅅㅂ진짜적당해야지 ㅋㅋㅋ,./data\subusunews.csv
1661,뭔 또 개같은 논리일까,./data\subusunews.csv
1662,얼마전에 보니까 블핑 한복 뜨니까 일본도 한복 지들꺼라고 우기던데ㅋㅋㅋㅋㅋ뭐라는지 아세요 한국인들은 천해서 원래 색이 있는 옷을 못만들어입었데요 그래서 우리가 아는 색감 있는 한복은 일본이 염색을 알려준거래요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데요 우리나라는 예로부터,./data\subusunews.csv
1663,이거임 ㅋㅋ,./data\subusunews.csv
1665,저정도면 우리도 곧 먹듯,./data\subusunews.csv
1666,진짜 극혐이다,./data\subusunews.csv
1667,진짜지긋지긋 벌레같음요,./data\subusunews.csv
1668,착짱죽짱이 괜 나온말이 아니다 진짜ㅏㅏㅏ로,./data\subusunews.csv
1669,왜이렇게 생각이없냐진짜 한숨 시발,./data\subusunews.csv
1671,돌았네 이것들이,./data\subusunews.csv
1672,ㅇㅇ 동북공정 레앨 말 많음,./data\subusunews.csv
1673,서양 문화는 다 이탈리아꺼임,./data\subusunews.csv
1674,정신병있는게 분명해 단체로 진심극혐민족,./data\subusunews.csv
1675,역시 중국하면 짝퉁 짝퉁하면 중국 ㅋ피식 중국 치파오도 오래전에 빼앗은 복장 아닐까 의문 중국안에서 직접 만든게 있을까도 의문ㅋ,./data\subusunews.csv
1676,선넘네 코로나만 원조인것들이,./data\subusunews.csv
1677,화난다 코로나퍼뜨린것만으로도 싫은데 오랜 역사를 자랑하느니 하면서 그렇게 자랑하는 지들 문화놔두고 남의 나라 문화나 탐내는게 지들 수준 드러내는 꼴 주변국들 다 왜이러냐 환멸,./data\subusunews.csv
1678,ㅋㅋ 어우찌질해,./data\subusunews.csv
1679,중국 선 넘네,./data\subusunews.csv
1681,뭐라는거여 ㅅㅂ 가지가지 하네,./data\subusunews.csv
1682,샤이닝니키가 쏘아올린 작은공,./data\subusunews.csv
1684,중국몽 함께 하겠다는데 거리낄게 뭐가 있겠냐,./data\subusunews.csv
1686,중국인은 뼛속부터 뺏겨쓰는게,./data\subusunews.csv
1687,미친거 아니냐고 씨부럴,./data\subusunews.csv
1688,이거땜에 개빡쳐서 샤이닝 니키 지움,./data\subusunews.csv
1689,내하던게임 ㅡㅡ개빡친다 환불안해주노 샹,./data\subusunews.csv
1690,저희는 니키부터 손절 하시죠ㅋㅋㅋ,./data\subusunews.csv
1691,에바잖아 한복이 점점 더 유명해지려고 하니까 우기는 걸로 보임,./data\subusunews.csv
1692,여러 가지로 피해주네,./data\subusunews.csv
1693,시국이 어떤데 아오 열불나네,./data\subusunews.csv
1694,진짜 코로나빼고 다 지네꺼란다어휴,./data\subusunews.csv
1695,한국이 만만하니깐 저러는겨ㅋㅋ 미국가서 애플이 자기네꺼라고 해보지 왜 한국와서 개z랄이야,./data\subusunews.csv
1696,미세먼지도 너네나라꺼자나,./data\subusunews.csv
1697,얘네 왜이래 진짜 개쌉화난다 으유으유 우길걸 우겨야지 별거 다 따라 만드는 주제에 창의력이 없어 창의력이,./data\subusunews.csv
1698,코로나빼고 다 지들꺼래,./data\subusunews.csv
1699,중국전통의상이 치파오만 있는건 아닌게 맞지 지들끼리도 말안통하는 소수민족이 많으니께 근데 한푸랑 한복이랑 시벌 한자부터 다르자너 한푸는이거고 한복은이거자너 으휴 그냥 쬐그만한 땅에 유명한것도 많고 얻을거 좀 있으니까 오른쪽이나 왼쪽이나 탐내는거봐,./data\subusunews.csv
1700,가지가지한다 참에휴 얼마나 부러웠으면,./data\subusunews.csv
